[CONTENT]
1 | count=187
accessory_genes/neckware_neck/ashanti_imperial/boy | count=1
accessory_genes/neckware_neck/ashanti_imperial/female | count=1
accessory_genes/neckware_neck/ashanti_imperial/girl | count=1
accessory_genes/neckware_neck/ashanti_imperial/male | count=1
accessory_genes/neckware_neck/ashanti_low/boy | count=1
accessory_genes/neckware_neck/ashanti_low/female | count=1
accessory_genes/neckware_neck/ashanti_low/girl | count=1
accessory_genes/neckware_neck/ashanti_low/male | count=1
accessory_genes/neckware_neck/european_high_nobility/boy | count=1
accessory_genes/neckware_neck/european_high_nobility/female | count=1
accessory_genes/neckware_neck/european_high_nobility/girl | count=1
accessory_genes/neckware_neck/european_high_nobility/male | count=1
accessory_genes/neckware_neck/european_low_nobility/boy | count=1
accessory_genes/neckware_neck/european_low_nobility/female | count=1
accessory_genes/neckware_neck/european_low_nobility/girl | count=1
accessory_genes/neckware_neck/european_low_nobility/male | count=1
accessory_genes/neckware_neck/european_war/boy | count=1
accessory_genes/neckware_neck/european_war/female | count=1
accessory_genes/neckware_neck/european_war/girl | count=1
accessory_genes/neckware_neck/european_war/male | count=1
accessory_genes/neckware_neck/no_neckware_neck/male | count=1
accessory_genes/neckware_outer/ashanti_high_nobility/boy | count=1
accessory_genes/neckware_outer/ashanti_high_nobility/female | count=1
accessory_genes/neckware_outer/ashanti_high_nobility/girl | count=1
accessory_genes/neckware_outer/ashanti_high_nobility/male | count=1
accessory_genes/neckware_outer/ashanti_imperial/boy | count=1
accessory_genes/neckware_outer/ashanti_imperial/female | count=1
accessory_genes/neckware_outer/ashanti_imperial/girl | count=1
accessory_genes/neckware_outer/ashanti_imperial/male | count=1
accessory_genes/neckware_outer/ashanti_royalty/boy | count=1
accessory_genes/neckware_outer/ashanti_royalty/female | count=1
accessory_genes/neckware_outer/ashanti_royalty/girl | count=1
accessory_genes/neckware_outer/ashanti_royalty/male | count=1
accessory_genes/neckware_outer/aztec_imperial/boy | count=1
accessory_genes/neckware_outer/aztec_imperial/female | count=1
accessory_genes/neckware_outer/aztec_imperial/girl | count=1
accessory_genes/neckware_outer/aztec_imperial/male | count=1
accessory_genes/neckware_outer/aztec_royalty/boy | count=1
accessory_genes/neckware_outer/aztec_royalty/female | count=1
accessory_genes/neckware_outer/aztec_royalty/girl | count=1
accessory_genes/neckware_outer/aztec_royalty/male | count=1
accessory_genes/neckware_outer/chinese_low_nobility/boy | count=1
accessory_genes/neckware_outer/chinese_low_nobility/female | count=1
accessory_genes/neckware_outer/chinese_low_nobility/girl | count=1
accessory_genes/neckware_outer/chinese_low_nobility/male | count=1
accessory_genes/neckware_outer/european_high_nobility/boy | count=1
accessory_genes/neckware_outer/european_high_nobility/female | count=1
accessory_genes/neckware_outer/european_high_nobility/girl | count=1
accessory_genes/neckware_outer/european_high_nobility/male | count=1
accessory_genes/neckware_outer/european_royalty/boy | count=1
accessory_genes/neckware_outer/european_royalty/female | count=1
accessory_genes/neckware_outer/european_royalty/girl | count=1
accessory_genes/neckware_outer/european_royalty/male | count=1
accessory_genes/neckware_outer/no_neckware_outer/male | count=1
accessory_genes/neckware_outer/syrian_commoner/boy | count=1
accessory_genes/neckware_outer/syrian_commoner/female | count=1
accessory_genes/neckware_outer/syrian_commoner/girl | count=1
accessory_genes/neckware_outer/syrian_commoner/male | count=1
accessory_genes/neckware_outer/syrian_high_nobility/boy | count=1
accessory_genes/neckware_outer/syrian_high_nobility/female | count=1
accessory_genes/neckware_outer/syrian_high_nobility/girl | count=1
accessory_genes/neckware_outer/syrian_high_nobility/male | count=1
accessory_genes/neckware_outer/syrian_low_nobility/boy | count=1
accessory_genes/neckware_outer/syrian_low_nobility/female | count=1
accessory_genes/neckware_outer/syrian_low_nobility/girl | count=1
accessory_genes/neckware_outer/syrian_low_nobility/male | count=1
accessory_genes/neckware_outer/syrian_nobility/boy | count=1
accessory_genes/neckware_outer/syrian_nobility/female | count=1
accessory_genes/neckware_outer/syrian_nobility/girl | count=1
accessory_genes/neckware_outer/syrian_nobility/male | count=1
accessory_genes/neckware_outer/syrian_royalty/boy | count=1
accessory_genes/neckware_outer/syrian_royalty/female | count=1
accessory_genes/neckware_outer/syrian_royalty/girl | count=1
accessory_genes/neckware_outer/syrian_royalty/male | count=1
accmilother | count=1
accmilus | count=1
accomac_culture | count=1
accomplished_overseeing | count=1
accomplished_overseeing/game_data | count=1
accomplished_sailor | count=1
accomplished_sailor/modifier | count=1
accounts_of_the_atlantic_voyage | count=1
accounts_of_the_atlantic_voyage/potential | count=1
accumalating_acllas | count=1
accumalating_acllas/game_data | count=1
acehnese_culture | count=1
ach | count=2
ach/flag_definition | count=2
ach/flag_definition/trigger | count=1
achagua_culture | count=1
ache_culture | count=1
achomawi_culture | count=1
achomi_culture | count=1
acl | count=1
aclla_distributed | count=1
aclla_distributed/game_data | count=1
aclla_distribution | count=1
aclla_distribution/potential | count=1
aco | count=1
acolapissa_culture | count=1
act_of_navigation | count=1
act_of_navigation/potential | count=1
act_of_revocation | count=1
act_of_revocation/potential | count=1
act_of_revocation/potential/or | count=1
act_of_revocation/potential/or/and | count=1
action | count=1
action_appanage_request_levies_performed_on_us | count=1
action_appanage_seize_court_resources_performed_on_us | count=1
action_ask_for_dukedom_performed_on_us | count=1
action_ask_for_money_performed_on_us | count=1
action_ask_join_war_for_favors_performed_on_us | count=1
action_ask_reject_curia_proposal_performed_on_us | count=1
action_ask_support_curia_proposal_performed_on_us | count=1
action_ask_to_lift_excommunication_performed_on_us | count=1
action_ask_to_lift_interdict_performed_on_us | count=1
action_ask_to_vote_for_me_as_emperor_performed_on_us | count=1
action_assassinate_character_performed_on_us | count=1
action_bestow_elector_status_performed_on_us | count=1
action_bestow_free_city_status_performed_on_us | count=1
action_bestow_kingdom_title_performed_on_us | count=1
action_bolster_imperial_army_performed_on_us | count=1
action_break_others_alliance_performed_on_us | count=1
action_break_subject_union_performed_on_us | count=1
action_bribe_voter_for_policy_performed_on_us | count=1
action_call_appanage_to_war_performed_on_us | count=1
action_call_order_to_crusade_performed_on_us | count=1
action_call_organization_parliament_performed_on_us | count=1
action_change_ruler_performed_on_us | count=1
action_change_subject_court_language_performed_on_us | count=1
action_change_subject_policy_performed_on_us | count=1
action_claim_shugo_office_performed_on_us | count=1
action_demand_additional_tribute_performed_on_us | count=1
action_demand_conversion_to_islam_performed_on_us | count=1
action_demand_silver_tribute_performed_on_us | count=1
action_demand_unlawful_territory_performed_on_us | count=1
action_demote_celestial_governor_to_vassal_performed_on_us | count=1
action_elevate_county_performed_on_us | count=1
action_enforce_culture_performed_on_us | count=1
action_enforce_landfriede_performed_on_us | count=1
action_enforce_religion_performed_on_us | count=1
action_enforce_religious_unity_performed_on_us | count=1
action_excommunicate_performed_on_us | count=1
action_exempt_from_tribute_performed_on_us | count=1
action_force_change_court_language_performed_on_us | count=1
action_force_embargo_performed_on_us | count=1
action_force_embargo_performed_on_us_target | count=1
action_form_closer_bond_iroquois_performed_on_us | count=1
action_formalize_relations_performed_on_us | count=1
action_give_location_to_subject_performed_on_us | count=1
action_give_province_to_subject_performed_on_us | count=1
action_grant_county_privileges_performed_on_us | count=1
action_grant_shugo_office_performed_on_us | count=1
action_improve_cultural_view_performed_on_us | count=1
action_improve_cultural_view_subject_performed_on_us | count=1
action_influence_nation_performed_on_us | count=1
action_intervene_in_subject_civil_war_performed_on_us | count=1
action_intervene_in_subject_regular_war_performed_on_us | count=1
action_invite_artist_performed_on_us | count=1
action_invite_prince_performed_on_us | count=1
action_invite_royal_family_performed_on_us | count=1
action_invite_settlers_performed_on_us | count=1
action_invite_to_prussian_crusade_performed_on_us | count=1
action_lift_excommunication_performed_on_us | count=1
action_lift_interdict_performed_on_us | count=1
action_lordship_of_ireland_assert_regency_performed_on_us | count=1
action_lordship_of_ireland_bestow_lieutenant_status_performed_on_us | count=1
action_lordship_of_ireland_enfeoff_regency_performed_on_us | count=1
action_lordship_of_ireland_rescind_lieutenant_status_performed_on_us | count=1
action_lordship_of_ireland_surrender_and_regrant_performed_on_us | count=1
action_merge_tribe_iroquois_performed_on_us | count=1
action_mil_order_request_funds_performed_on_us | count=1
action_mil_order_request_men_performed_on_us | count=1
action_negotiate_succession_law_performed_on_us | count=1
action_nusta_marriage_performed_on_us | count=1
action_pay_off_debt_performed_on_us | count=1
action_place_interdict_performed_on_us | count=1
action_press_sailors_performed_on_us | count=1
action_promote_member_to_celestial_governor_performed_on_us | count=1
action_propose_ruler_performed_on_us | count=1
action_renegotiate_loan_performed_on_us | count=1
action_request_county_privileges_performed_on_us | count=1
action_request_divorce_performed_on_us | count=1
action_request_elector_status_performed_on_us | count=1
action_request_free_city_status_performed_on_us | count=1
action_request_kingdom_title_performed_on_us | count=1
action_request_loan_performed_on_us | count=1
action_rescind_elector_status_performed_on_us | count=1
action_rescind_free_city_status_performed_on_us | count=1
action_revoke_shugo_office_performed_on_us | count=1
action_sabotage_clans_buildings_performed_on_us | count=1
action_sabotage_reputation_performed_on_us | count=1
action_scout_enemy_holdings_performed_on_us | count=1
action_seize_location_from_subject_performed_on_us | count=1
action_sell_icon_performed_on_us | count=1
action_send_to_prussian_crusade_performed_on_us | count=1
action_share_maps_performed_on_us | count=1
action_siphon_income_performed_on_us | count=1
action_start_war_in_colony_performed_on_us | count=1
action_steal_maps_performed_on_us | count=1
action_steal_technology_performed_on_us | count=1
action_strengthen_ministry_performed_on_us | count=1
action_subject_embargo_rival_performed_on_us | count=1
action_subject_enforce_peace_performed_on_us | count=1
action_subject_return_land_performed_on_us | count=1
action_support_heir_interaction_performed_on_us | count=1
action_surrender_civil_war_performed_on_us | count=1
action_take_colony_for_debt_performed_on_us | count=1
action_take_over_loan_performed_on_us | count=1
action_take_over_seniority_performed_on_us | count=1
action_union_bribe_performed_on_us | count=1
action_union_call_organization_parliament_performed_on_us | count=1
action_upgrade_to_maha_samanta_performed_on_us | count=1
action_upgrade_to_pradhana_maha_samanta_performed_on_us | count=1
action_violate_sovereignty_performed_on_us | count=1
actions | count=5
activate_avatar | count=2
activate_avatar/potential | count=1
activate_avatar/potential/any_international_organizations_member_of | count=1
activate_avatar_cost_modifier | count=2
activate_avatar_cost_modifier/game_data | count=1
activate_situation | count=1
active_outbreak | count=1
active_religious_focus | count=1
actor_trigger/or/or/country_has_special_status | count=2
acw | count=1
acx | count=1
ada | count=1
adamawa_culture | count=1
adamawa_language | count=1
adamawa_language/dynasty_names | count=1
adamawa_language/female_names | count=1
adamawa_language/lowborn | count=1
adamawa_language/male_names | count=1
adamawa_religion | count=1
adamawa_religion/definition_modifier | count=1
adamawa_religion/opinions | count=1
adamite_services | count=1
adamite_services/enabled | count=1
adamite_services/modifier | count=1
adamite_services/opinions | count=1
adapt_culture_for_ruler | count=1
adapt_culture_for_ruler/potential | count=1
adaptability | count=1
adapted_incan_army | count=1
adapted_incan_army/potential | count=1
adapted_incan_army/potential/or | count=1
adat_musi_religion | count=1
adat_musi_religion/definition_modifier | count=1
adat_musi_religion/opinions | count=1
adat_puun_religion | count=1
adat_puun_religion/definition_modifier | count=1
adat_puun_religion/opinions | count=1
add | count=921
add/add | count=1
add/add/add/if | count=1
add/add/add/multiply | count=1
add/add/every_international_organization_member/limit | count=2
add/add/if/limit | count=2
add/and | count=1
add/autocephalous_patriarchate | count=1
add/autocephalous_patriarchate/divide | count=1
add/autocephalous_patriarchate/if | count=1
add/civil_war | count=1
add/divide | count=2
add/every_international_organization_member | count=3
add/every_international_organization_member/else/add | count=1
add/every_international_organization_member/if/limit | count=1
add/every_international_organization_member/if/subtract | count=1
add/every_international_organization_member/limit | count=2
add/every_international_organization_member/limit/any_country_at_war_with | count=1
add/every_international_organization_member/limit/or | count=1
add/every_international_organization_member/limit/root | count=2
add/every_international_organization_member/root/add | count=1
add/every_international_organization_owned_location | count=2
add/every_international_organization_owned_location/limit | count=2
add/every_international_organization_owned_location/limit/owner | count=2
add/every_international_organization_owned_location/not | count=1
add/every_international_organization_owned_location/not/or | count=1
add/every_international_organization_owned_location/or | count=1
add/every_port_in_country/limit/sea_zone | count=1
add/if | count=167
add/if/add/every_international_organization_member | count=1
add/if/add/value | count=1
add/if/if/limit | count=1
add/if/leader_country | count=1
add/if/leader_country/else | count=1
add/if/leader_country/if | count=1
add/if/leader_country/multiply | count=1
add/if/limit | count=142
add/if/limit/and | count=5
add/if/limit/any_character | count=2
add/if/limit/any_country | count=1
add/if/limit/any_country_with_special_status_of_type | count=2
add/if/limit/any_current_war | count=2
add/if/limit/any_holy_site_in_country | count=1
add/if/limit/any_international_organization_member | count=1
add/if/limit/any_overlord_or_above | count=1
add/if/limit/any_province | count=1
add/if/limit/any_rebel | count=4
add/if/limit/any_rival | count=1
add/if/limit/any_subject | count=1
add/if/limit/calc_true_if | count=1
add/if/limit/culture | count=6
add/if/limit/has_scripted_relation | count=1
add/if/limit/leader_country | count=1
add/if/limit/location | count=6
add/if/limit/mother | count=1
add/if/limit/multiply | count=2
add/if/limit/nor | count=1
add/if/limit/not | count=10
add/if/limit/or | count=32
add/if/limit/relative_strength | count=1
add/if/limit/religion_percentage_in_country | count=1
add/if/limit/ruler | count=2
add/if/limit/trigger_if | count=1
add/if/or | count=1
add/if/religion_percentage_in_country | count=1
add/root | count=1
add/subtract | count=1
add/subtract/if/limit | count=1
add/trigger_else/ruler/first_spouse | count=1
add/value | count=49
add/value/divide | count=2
add/value/every_country_with_coalition_grade_antagonism_against_us | count=2
add/value/every_country_with_coalition_grade_antagonism_against_us/add | count=8
add/value/every_country_with_coalition_grade_antagonism_against_us/limit | count=4
add/value/every_international_organization_member | count=2
add/value/every_international_organization_member/add | count=1
add/value/every_region | count=3
add/value/every_region/every_area_in_region | count=4
add/value/every_region/limit | count=4
add/value/if | count=1
add/value/if/limit | count=1
add/value/if/multiply | count=1
add/value/leader_country | count=3
add/value/leader_country/root | count=7
add/value/multiply | count=7
add/value/root | count=1
add/value/subtract | count=2
add_3_noble_privileges | count=1
add_3_noble_privileges/random_possible_privilege | count=3
add_3_noble_privileges/random_possible_privilege/limit | count=2
add_accepted_culture | count=3
add_accepted_culture/allow | count=1
add_accepted_culture/allow/trigger_if | count=1
add_accepted_culture/allow/trigger_if/culture_population_in_country | count=1
add_accepted_culture/allow/trigger_if/limit | count=1
add_accepted_culture/potential | count=1
add_accepted_culture_cost_modifier | count=2
add_accepted_culture_cost_modifier/game_data | count=1
add_additional_migration | count=1
add_adm | count=5
add_adm/value | count=1
add_all_estate_satisfaction | count=3
add_all_estate_satisfaction/custom_description | count=1
add_antagonism | count=1
add_antagonism_no_duration | count=1
add_army_tradition | count=3
add_army_tradition/add | count=1
add_army_tradition/add/else | count=1
add_army_tradition/add/subtract | count=1
add_army_tradition/add/subtract/if | count=1
add_army_tradition/add/subtract/value | count=1
add_artist_skill | count=3
add_artist_skill/if | count=1
add_artist_skill/multiply | count=1
add_avatar | count=1
add_bonus_warscore | count=1
add_breach | count=1
add_casus_belli | count=54
add_casus_belli_mutual_effect | count=2
add_casus_belli_mutual_effect/if | count=1
add_character_modifier | count=114
add_character_modifier/size | count=2
add_character_modifier/size/value | count=2
add_character_modifier/size/value/add | count=2
add_character_modifier_duration | count=1
add_character_modifier_until_death | count=1
add_character_to_random_open_cabinet | count=1
add_character_to_random_open_cabinet/random_cabinet | count=1
add_character_to_random_open_cabinet/random_cabinet/limit | count=1
add_character_to_random_open_cabinet/random_cabinet/limit/not | count=1
add_colonial_claim | count=3
add_cooldown | count=29
add_core | count=1
add_country_modifier | count=204
add_country_modifier/else_if | count=1
add_country_modifier/size | count=20
add_country_modifier/size/add | count=14
add_country_modifier/size/add/value | count=6
add_country_modifier/size/else | count=1
add_country_modifier/size/if | count=6
add_country_modifier/size/if/limit | count=9
add_country_modifier/size/multiply | count=7
add_country_modifier/size/multiply/add | count=1
add_country_modifier_duration | count=1
add_country_modifier_forever | count=1
add_country_to_international_organization | count=1
add_country_to_international_organization_no_update | count=1
add_cultural_influence | count=1
add_cultural_tradition | count=1
add_decree_monthly_celestial_authority_loss | count=1
add_decree_monthly_celestial_authority_loss/change_variable | count=1
add_decree_monthly_celestial_authority_loss/if | count=1
add_devotion | count=1
add_dip | count=6
add_dip/value | count=1
add_diplomats | count=2
add_doom | count=1
add_dynasty_modifier_duration | count=1
add_dynasty_modifier_forever | count=1
add_effect_scaling_with_societal_value | count=4
add_effect_scaling_with_societal_value/if | count=1
add_effect_scaling_with_societal_value/if/limit | count=1
add_effect_scaling_with_societal_value/if/value | count=1
add_enemy_to_international_organization | count=1
add_estate_satisfaction | count=149
add_estate_satisfaction/value | count=1
add_estate_satisfaction_utility | count=1
add_extended_winter | count=1
add_favors | count=1
add_fertility | count=1
add_food | count=2
add_food_percentage | count=1
add_god | count=1
add_gold | count=99
add_gold/add | count=4
add_gold/add/every_location_in_province | count=1
add_gold/divide | count=2
add_gold/if | count=2
add_gold/max | count=1
add_gold/multiply | count=4
add_gold/multiply/add/multiply | count=21
add_gold/value | count=5
add_gold/value/add | count=1
add_gold/value/every_location_in_province_definition | count=1
add_gold/value/every_location_in_province_definition/limit | count=1
add_gold_to_estate | count=52
add_gold_to_estate/value | count=23
add_gold_to_estate/value/if/limit | count=2
add_gold_to_estate/value/if/max | count=2
add_gold_to_estate/value/if/min | count=2
add_goods_supply | count=8
add_gov_reform | count=1
add_government_power | count=9
add_government_power/add | count=3
add_government_power/if | count=1
add_harmony | count=1
add_head_of_cabinet_modifier | count=1
add_head_of_cabinet_modifier/add_country_modifier | count=1
add_historical_rival | count=1
add_historical_rival_scripted | count=1
add_historical_rival_scripted/if | count=2
add_historical_rival_scripted/if/limit | count=1
add_honor | count=1
add_horde_unity | count=1
add_inflation | count=2
add_inflation/multiply | count=1
add_international_organization_modifier | count=3
add_international_organization_modifier/size/if/limit | count=2
add_international_organization_modifier_duration | count=1
add_international_organization_modifier_forever | count=1
add_karma | count=1
add_legitimacy | count=5
add_legitimacy/add | count=1
add_liberty_desire | count=2
add_liberty_desire/multiply | count=1
add_liberty_desire/multiply/add | count=3
add_location_as_core | count=1
add_location_modifier | count=83
add_location_modifier/size | count=1
add_location_modifier/size/else/value | count=1
add_location_modifier/size/if/limit | count=2
add_location_modifier/size/if/value | count=2
add_location_modifier/size/value | count=1
add_location_modifier/size/value/add | count=1
add_location_modifier/size/value/if | count=1
add_location_modifier_duration | count=1
add_location_modifier_forever | count=1
add_location_to_international_organization | count=3
add_location_to_international_organization/ai_prerequisite | count=1
add_location_to_international_organization/ai_prerequisite/num_of_locations_owned_by_io | count=1
add_location_to_international_organization/allow | count=1
add_location_to_international_organization/effect | count=1
add_location_to_international_organization/effect/if | count=1
add_location_to_international_organization/effect/if/limit | count=1
add_location_to_international_organization/potential | count=1
add_location_to_international_organization/select_trigger | count=2
add_location_to_international_organization/select_trigger/column | count=3
add_location_to_international_organization/select_trigger/enabled | count=1
add_location_to_international_organization/select_trigger/visible | count=2
add_location_to_international_organization_cost_modifier | count=2
add_location_to_international_organization_cost_modifier/game_data | count=1
add_manpower | count=14
add_mercenary_modifier_duration | count=1
add_mercenary_modifier_forever | count=1
add_merchant_power | count=11
add_migration | count=57
add_migration/amount | count=7
add_migration/amount/fixed_range | count=1
add_migration/amount/fixed_range/max | count=1
add_migration/amount/fixed_range/min | count=1
add_migration/amount/max | count=1
add_migration/amount/max/value | count=1
add_migration/amount/multiply/if | count=1
add_migration/amount/value | count=3
add_migration/amount/value/multiply | count=2
add_migration_timeframe | count=1
add_mil | count=7
add_mil/value | count=2
add_morale | count=1
add_navy_tradition | count=1
add_opinion | count=124
add_opinion/scale | count=3
add_opinion/scale/divide/else | count=1
add_opinion/scale/divide/if | count=1
add_opinion/scale/multiply | count=1
add_opinion/scale/multiply/if | count=1
add_opinion_mutual_effect | count=45
add_opinion_mutual_effect/if | count=1
add_opinion_no_duration | count=1
add_organization_donation_opinion_bonus | count=1
add_organization_donation_opinion_bonus/add_opinion | count=1
add_organization_donation_opinion_bonus/add_opinion/scale | count=1
add_organization_donation_opinion_bonus/add_opinion/scale/divide | count=1
add_policy | count=1
add_policy_to_international_organization | count=1
add_policy_wanted_by_estate | count=1
add_pop | count=8
add_pop/size | count=2
add_pop/size/every_pop | count=1
add_pop/size/max | count=1
add_pop_satisfaction | count=1
add_pop_size | count=15
add_pop_size/max | count=1
add_pop_size/value | count=1
add_prestige | count=6
add_province_modifier | count=8
add_province_modifier_duration | count=1
add_province_modifier_forever | count=1
add_purity | count=1
add_random_dip_regent_trait | count=1
add_random_dip_regent_trait/random_list | count=1
add_random_dip_regent_trait/random_list/1 | count=1
add_random_dip_regent_trait/random_list/1/trigger | count=1
add_random_dip_ruler_trait | count=1
add_random_dip_ruler_trait/random_list | count=1
add_random_dip_ruler_trait/random_list/1 | count=1
add_random_dip_ruler_trait/random_list/1/trigger | count=1
add_random_trait_from_category | count=1
add_rebel_modifier | count=1
add_rebel_modifier/size/if/limit | count=1
add_rebel_modifier_duration | count=1
add_rebel_modifier_forever | count=1
add_rebel_progress | count=2
add_reform | count=1
add_reform_desire | count=2
add_religion_modifier | count=2
add_religion_modifier_duration | count=1
add_religion_modifier_forever | count=1
add_religious_aspect | count=2
add_religious_aspect/potential | count=1
add_religious_aspect/potential/religion | count=1
add_religious_aspect_christian | count=1
add_religious_aspect_christian_cost_modifier | count=2
add_religious_aspect_christian_cost_modifier/game_data | count=1
add_religious_aspect_inti | count=1
add_religious_aspect_inti_cost_modifier | count=2
add_religious_aspect_inti_cost_modifier/game_data | count=1
add_religious_focus | count=1
add_religious_focus_progress | count=1
add_religious_influence | count=1
add_religious_influence/add/if/limit | count=1
add_religious_influence_if_valid | count=10
add_religious_influence_if_valid/if | count=1
add_religious_influence_if_valid/if/limit | count=1
add_replacing_gov_reform | count=2
add_replacing_gov_reform/if | count=1
add_replacing_gov_reform/select_insignificant_gov_reform | count=1
add_republican_tradition | count=1
add_research_progress | count=4
add_research_progress/add | count=1
add_research_progress/multiply | count=1
add_righteousness | count=1
add_rite_power | count=1
add_rival | count=1
add_road_to | count=3
add_sailors | count=2
add_scientific_breakthrough_reward | count=8
add_self_control | count=1
add_spy_network | count=6
add_spy_network/value | count=2
add_stability | count=18
add_stability/add | count=5
add_stability/else_if | count=2
add_stability/else_if/add | count=2
add_stability/else_if/limit | count=2
add_stability/if | count=3
add_stability/if/add | count=3
add_stability/if/limit | count=3
add_stability/if/limit/nor | count=2
add_stability/subtract | count=6
add_subunit | count=1
add_subunit_experience | count=1
add_subunit_morale | count=1
add_subunit_strength | count=1
add_subunit_strength_percentage | count=1
add_temporary_demand | count=8
add_to_cabinet | count=1
add_to_global_variable_list | count=21
add_to_revolutionary_list | count=1
add_to_revolutionary_list/hidden_effect | count=1
add_to_revolutionary_list/hidden_effect/add_to_global_variable_list | count=1
add_to_variable_list | count=10
add_tolerated_culture | count=3
add_tolerated_culture/allow | count=1
add_tolerated_culture/allow/trigger_if | count=1
add_tolerated_culture/allow/trigger_if/culture_population_in_country | count=1
add_tolerated_culture/allow/trigger_if/limit | count=1
add_tolerated_culture/potential | count=1
add_tolerated_culture_cost_modifier | count=2
add_tolerated_culture_cost_modifier/game_data | count=1
add_trait | count=1
add_tribal_cohesion | count=1
add_truce_with | count=4
add_truce_with_mutual | count=1
add_trust | count=27
add_trust_mutual_effect | count=1
add_trust_mutual_effect/if | count=1
add_trust_no_duration | count=1
add_unit_modifier | count=1
add_unit_modifier_duration | count=1
add_unit_modifier_forever | count=1
add_unrest_5_modifier | count=1
add_unrest_5_modifier/game_data | count=1
add_vfx | count=5
add_war_exhaustion | count=1
add_yanantin | count=1
add_yearly_gold | count=1
add_yearly_manpower | count=1
add_yearly_sailors | count=1
additional_colonists | count=1
additional_diplomats | count=1
additional_loyalist_recruitment | count=1
additional_merchants | count=1
additional_tribute | count=1
additional_tribute/game_data | count=1
adelantamiento_system | count=1
adelantamiento_system/country_modifier | count=1
adelantamiento_system/estate_preferences | count=1
adelantamiento_system/potential | count=1
adept | count=1
adept/modifier | count=1
adg | count=1
adh | count=1
adhari_culture | count=1
adipati_conversion_ban | count=1
adipati_conversion_ban/game_data | count=1
adjacent_to_owned_by | count=1
adjacent_to_owned_or_owned_by_subject | count=1
adjacent_to_sea_or_owned_by | count=1
adjective_keys | count=1
adm | count=4
adm/game_data | count=1
adm/integer_range/max/add | count=2
adm/integer_range/min/add | count=3
adm_vatican_library | count=1
admin_problems | count=1
admin_problems/game_data | count=1
administration_of_clerical_lands | count=1
administration_of_clerical_lands/country_modifier | count=1
administrative_leadership | count=1
administrative_system | count=1
administrative_system/autonomous_councils | count=1
administrative_system/autonomous_councils/country_modifier | count=1
administrative_system/autonomous_councils/estate_preferences | count=1
administrative_system/central_councils | count=1
administrative_system/central_councils/country_modifier | count=1
administrative_system/central_councils/estate_preferences | count=1
administrative_system/confederal_union | count=1
administrative_system/confederal_union/potential | count=1
administrative_system/country_modifier | count=1
administrative_system/estate_preferences | count=1
administrative_system/feudal_administration | count=1
administrative_system/feudal_administration/country_modifier | count=1
administrative_system/feudal_administration/estate_preferences | count=1
administrative_system/local_courts_administration | count=1
administrative_system/local_courts_administration/country_modifier | count=1
administrative_system/local_courts_administration/estate_preferences | count=1
administrative_system/potential | count=1
admiral | count=3
admiral/conditions | count=1
admiral_adm | count=1
admiral_adm/game_data | count=1
admiral_all | count=1
admiral_count | count=1
admiral_dip | count=1
admiral_dip/game_data | count=1
admiral_mil | count=1
admiral_mil/game_data | count=1
admiral_percent | count=1
admiral_trait | count=1
admiralty | count=1
admiralty/capital_country_modifier | count=1
admiralty/capital_modifier | count=1
admiralty/location_potential | count=1
admiralty/remove_if | count=1
admiralty/unique_production_methods | count=1
admiralty/unique_production_methods/admiralty_requirements | count=1
admiralty_advance | count=1
admiralty_construction | count=1
admiralty_regime_heir_selection | count=1
admiralty_regime_heir_selection/add | count=7
admiralty_regime_heir_selection/calc | count=1
admiralty_regime_heir_selection/calc/if | count=1
admiralty_regime_heir_selection/calc/if/add | count=5
admiralty_regime_heir_selection/calc/if/if | count=4
admiralty_regime_heir_selection/calc/if/limit | count=1
admiralty_regime_heir_selection/heir_is_allowed | count=1
admiralty_regime_heir_selection/if | count=1
admiralty_regime_heir_selection/if/limit | count=1
admiralty_regime_heir_selection/locked | count=1
admiralty_regime_heir_selection/potential | count=1
admiralty_regime_reform | count=1
admiralty_regime_reform/potential | count=1
ado | count=1
adolescent | count=1
adolescent_boy | count=1
adolescent_girl | count=1
adopt_character | count=1
adopt_compatible_heir_religion_law | count=1
adopt_ometeotl | count=1
adopt_ometeotl/add | count=1
adopt_ometeotl/if | count=1
adopt_ometeotl/monthly_progress | count=1
adopt_ometeotl/monthly_progress/add | count=5
adopt_ometeotl/monthly_progress/if | count=1
adopt_ometeotl/monthly_progress/if/limit | count=1
adopted_heir | count=1
adopted_heir/game_data | count=1
adoptionism | count=1
adoptionism/enabled | count=1
adoptionism/enabled/not | count=1
adoptionism/modifier | count=1
adoptionism/opinions | count=1
adr | count=1
adriatic_sea_area | count=1
adriatic_sea_area/adriatic_sea_province | count=1
adriatic_sea_area/north_adriatic_sea_province | count=1
adriatic_sea_area/south_adriatic_sea_province | count=1
adu | count=2
adu/flag_definition | count=4
adu/flag_definition/trigger | count=3
adu/text | count=2
adu/text/trigger | count=1
adu/text/trigger/or | count=1
adu_f | count=1
adu_f/potential | count=1
adu_f/potential/or | count=1
adult | count=1
adult_baptism | count=1
adult_baptism/modifier | count=1
adult_baptism/opinions | count=1
advaita_vedanta | count=1
advaita_vedanta/potential | count=1
advance | count=1
advanced_anti_piracy_warfare | count=1
advanced_bureaucracy | count=1
advanced_mining | count=1
advanced_paik_system_advance | count=1
advanced_paik_system_advance/potential | count=1
advanced_paik_system_advance/potential/or | count=1
